,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,department
1511,29,No,travel_frequently,556.26,1,2,life sciences,1512,3,M,69.53,2,2,sales executive,4,married,4492.84,11681.39,1,,12,3.0,3,Part Time,1,7.0,2,3.0,7,0,7,1995,53914.11,Yes,sales
1512,32,No,travel_rarely,290.04,5,4,other,1513,3,M,36.26,3,1,research scientist,4,married,2342.59,6090.75,0,,12,3.0,3,Part Time,1,,4,3.0,5,0,3,1992,28111.13,Yes,research & development
1513,32,No,travel_rarely,661.35,2,3,human resources,1514,1,M,82.67,2,2,human resources,1,unknown,5341.67,13888.33,3,No,12,3.0,4,Full Time,0,,1,3.0,2,1,0,1992,64100.0,Yes,human resources
1514,32,No,non-travel,290.04,2,4,other,1515,3,M,36.26,3,1,research scientist,4,unknown,2342.59,6090.75,0,,18,3.0,2,Part Time,1,3.0,2,1.0,2,2,2,1992,28111.13,Yes,research & development
1515,53,Yes,non-travel,509.79,8,4,medical,1516,3,M,63.72,2,2,research scientist,2,unknown,4117.5,10705.5,2,No,15,not rated,1,Part Time,0,11.0,3,2.0,8,7,7,1971,49410.0,No,research & development
1516,29,Yes,non-travel,290.04,2,4,medical,1517,1,M,36.26,1,1,research scientist,4,married,2342.59,6090.75,5,Yes,13,3.0,4,Part Time,0,,4,2.0,3,2,2,1995,28111.13,Yes,research & development
1517,48,No,travel_rarely,1973.98,5,5,other,1518,4,M,246.75,3,5,research director,3,married,15943.72,41453.67,4,,11,3.0,2,Full Time,1,21.0,2,3.0,3,1,1,1976,191324.62,Yes,research & development
1518,30,No,non-travel,410.94,9,5,other,1519,2,M,51.37,2,1,laboratory technician,4,unknown,3319.17,8629.83,0,No,17,3.0,3,Full Time,0,4.0,2,,3,2,2,1994,39830.0,No,research & development
1519,38,No,non-travel,654.85,5,2,medical,1520,4,M,81.86,3,2,manufacturing director,4,unknown,5289.17,13751.83,7,No,16,3.0,3,Full Time,2,8.0,2,2.0,6,0,4,1986,63470.0,No,research & development
1520,24,No,non-travel,299.62,22,1,other,1521,3,M,37.45,3,1,research scientist,4,unknown,2420.0,6292.0,1,,12,3.0,3,Full Time,2,,2,2.0,4,0,2,2000,29040.0,No,research & development
1521,43,No,travel_rarely,278.16,2,1,other,1522,3,M,34.77,3,1,human resources,3,divorced,2246.67,5841.33,0,Yes,11,3.0,3,Part Time,1,4.0,5,3.0,3,1,0,1981,26960.0,Yes,human resources
1522,31,No,non-travel,556.26,28,2,other,1523,4,F,69.53,3,2,sales executive,3,unknown,4492.84,11681.39,7,,12,3.0,2,Part Time,1,4.0,2,4.0,2,2,2,1993,53914.11,Yes,sales
1523,22,Yes,non-travel,224.3,1,1,other,1524,1,F,28.04,2,1,sales representative,2,single,1811.67,4710.33,1,,11,3.0,3,Part Time,0,3.0,3,3.0,3,1,2,2002,21740.0,No,sales
1524,58,No,travel_rarely,696.94,1,4,medical,1525,4,M,87.12,3,2,healthcare representative,3,unknown,5629.17,14635.83,2,No,11,3.0,3,Full Time,0,,2,3.0,3,1,2,1966,67550.0,No,research & development
1525,22,No,non-travel,290.04,9,2,other,1526,1,M,36.26,3,1,sales representative,4,single,2342.59,6090.75,1,,24,4.0,3,Part Time,0,3.0,3,2.0,3,2,2,2002,28111.13,Yes,sales
1526,32,No,travel_rarely,274.13,9,4,life sciences,1527,3,M,34.27,2,1,research scientist,2,unknown,2214.17,5756.83,0,,16,3.0,4,Part Time,0,3.0,5,3.0,2,2,2,1992,26570.0,No,research & development
1527,30,No,non-travel,290.04,23,3,other,1528,4,M,36.26,3,1,research scientist,4,unknown,2342.59,6090.75,9,No,16,not rated,4,Part Time,0,6.0,4,3.0,3,1,2,1994,28111.13,Yes,research & development
1528,28,No,travel_rarely,290.04,1,2,other,1529,4,M,36.26,3,1,laboratory technician,2,unknown,2342.59,6090.75,1,No,11,3.0,2,Part Time,1,5.0,2,3.0,5,0,4,1996,28111.13,Yes,research & development
1529,50,No,travel_rarely,1131.31,7,3,other,1530,2,M,141.41,2,3,healthcare representative,3,single,9137.5,23757.5,8,No,24,4.0,3,Full Time,0,,2,3.0,5,0,0,1974,109650.0,No,research & development
1530,37,No,travel_rarely,262.37,2,3,other,1531,4,F,32.8,3,1,research scientist,3,married,2119.17,5509.83,4,No,13,3.0,2,Full Time,1,,3,3.0,2,2,2,1987,25430.04,Yes,research & development
1531,35,Yes,non-travel,547.24,37,3,marketing,1532,1,M,68.4,4,2,sales executive,4,unknown,4420.0,11492.0,8,Yes,13,3.0,2,Full Time,0,,3,2.0,5,0,4,1989,53040.0,Yes,sales
1532,25,No,non-travel,556.26,32,4,marketing,1533,4,F,69.53,3,2,sales executive,3,divorced,4492.84,11681.39,1,Yes,12,3.0,4,Part Time,1,,2,4.0,5,0,3,1999,53914.11,Yes,sales
1533,43,No,non-travel,290.04,1,4,other,1534,2,F,36.26,3,1,laboratory technician,1,unknown,2342.59,6090.75,3,No,16,3.0,2,Part Time,1,8.0,5,3.0,5,1,2,1981,28111.13,Yes,research & development
1534,55,No,non-travel,2002.21,5,2,medical,1535,1,M,250.28,3,5,research director,1,married,16171.67,42046.33,4,,11,3.0,3,Full Time,1,24.0,4,2.0,4,1,2,1969,194060.04,Yes,research & development
1535,35,No,non-travel,674.56,4,4,other,1536,3,F,84.32,3,2,sales executive,3,married,5448.33,14165.67,9,No,15,3.0,1,Full Time,1,,3,3.0,3,1,2,1989,65380.0,Yes,sales
1536,44,No,non-travel,232.97,21,3,other,1537,4,M,29.12,3,1,laboratory technician,4,unknown,1881.67,4892.33,7,,20,4.0,1,Part Time,1,,1,3.0,3,1,2,1980,22580.0,Yes,research & development
1537,44,No,travel_rarely,556.26,8,4,other,1538,3,F,69.53,3,2,healthcare representative,3,unknown,4492.84,11681.39,4,Yes,14,3.0,4,Full Time,0,,3,3.0,5,0,2,1980,53914.08,Yes,research & development
1538,32,No,travel_rarely,228.84,1,2,other,1539,4,M,28.6,2,1,laboratory technician,1,married,1848.33,4805.67,1,No,12,3.0,3,Full Time,1,4.0,3,,4,3,2,1992,22179.96,Yes,research & development
1539,26,Yes,travel_rarely,290.04,3,3,medical,1540,1,M,36.26,3,1,laboratory technician,1,married,2342.59,6090.75,5,No,13,3.0,3,Part Time,1,6.0,5,,2,0,2,1998,28111.13,Yes,research & development
1540,46,No,non-travel,273.83,10,2,life sciences,1541,1,M,34.23,3,1,research scientist,4,married,2211.67,5750.33,3,No,21,not rated,4,Part Time,2,8.0,3,2.0,2,0,2,1978,26540.0,Yes,research & development
1541,46,No,travel_rarely,1582.77,33,2,medical,1542,3,M,197.85,3,4,healthcare representative,4,married,12783.92,33238.2,0,Yes,14,3.0,2,Full Time,0,21.0,2,3.0,20,4,10,1978,153407.07,Yes,research & development
1542,48,Yes,non-travel,1032.49,29,4,life sciences,1543,1,M,129.06,3,3,manager,2,married,8339.32,21682.23,1,,12,3.0,4,Part Time,1,,2,2.0,10,9,9,1976,100071.84,No,general
1543,36,No,non-travel,1032.49,38,3,life sciences,1544,2,F,129.06,4,3,manager,2,divorced,8339.32,21682.23,7,,18,not rated,2,Full Time,1,10.0,6,2.0,7,6,2,1988,100071.84,Yes,general
1544,30,No,travel_frequently,556.26,2,2,other,1545,2,M,69.53,3,2,sales executive,4,single,4492.84,11681.39,1,,18,3.0,1,Part Time,0,,3,,10,0,9,1994,53914.11,Yes,sales
1545,56,No,travel_rarely,556.26,17,2,technical degree,1546,1,M,69.53,3,2,laboratory technician,4,unknown,4492.84,11681.39,3,,19,not rated,4,Full Time,1,12.0,4,3.0,10,0,8,1968,53914.08,Yes,research & development
1546,27,Yes,travel_rarely,601.3,4,4,other,1547,4,M,75.16,2,2,sales executive,4,single,4856.67,12627.33,1,,12,3.0,2,Full Time,0,,0,,8,7,4,1997,58280.0,Yes,sales
1547,32,No,travel_rarely,556.26,7,3,technical degree,1548,2,M,69.53,4,2,sales executive,4,unknown,4492.84,11681.39,4,,11,3.0,2,Part Time,1,10.0,3,2.0,8,7,7,1992,53914.11,No,sales
1548,44,No,travel_frequently,253.29,10,4,life sciences,1549,3,F,31.66,3,1,laboratory technician,4,unknown,2045.83,5319.17,0,No,19,3.0,1,Part Time,0,,5,3.0,8,1,7,1980,24550.0,No,research & development
1549,32,No,travel_rarely,556.26,7,3,marketing,1550,4,M,69.53,3,2,sales executive,4,unknown,4492.84,11681.39,4,,12,3.0,4,Full Time,3,13.0,3,3.0,7,1,7,1992,53914.08,Yes,sales
1550,33,No,non-travel,521.55,2,4,medical,1551,1,F,65.19,4,2,research scientist,4,single,4212.5,10952.5,7,,16,3.0,3,Part Time,0,,0,2.0,7,0,7,1991,50550.0,No,research & development
1551,34,No,non-travel,483.06,10,3,other,1552,2,M,60.38,2,2,sales executive,4,unknown,3901.67,10144.33,3,No,14,3.0,3,Full Time,0,,6,2.0,7,0,1,1990,46820.04,Yes,sales
1552,44,No,travel_frequently,542.39,30,4,life sciences,1553,3,F,67.8,2,2,laboratory technician,3,divorced,4380.83,11390.17,1,No,11,not rated,2,Full Time,1,9.0,3,4.0,9,0,0,1980,52569.96,No,research & development
1553,30,Yes,travel_rarely,218.63,8,4,other,1554,2,M,27.33,1,1,laboratory technician,1,unknown,1765.83,4591.17,1,,11,3.0,4,Full Time,0,7.0,4,2.0,7,0,7,1994,21189.96,Yes,research & development
1554,28,No,non-travel,556.26,12,4,other,1555,2,F,69.53,3,2,sales executive,2,unknown,4492.84,11681.39,1,No,18,3.0,1,Part Time,1,8.0,3,3.0,8,0,7,1996,53914.11,Yes,sales
1555,30,No,travel_rarely,556.26,10,1,other,1556,4,F,69.53,2,2,sales executive,2,divorced,4492.84,11681.39,1,Yes,14,3.0,1,Full Time,2,7.0,2,3.0,7,1,7,1994,53914.08,Yes,sales
1556,38,No,non-travel,616.37,6,3,medical,1557,3,M,77.05,4,2,research scientist,1,divorced,4978.33,12943.67,4,,13,3.0,1,Full Time,2,13.0,2,3.0,7,6,7,1986,59740.0,Yes,research & development
1557,27,No,travel_rarely,556.26,1,3,other,1558,3,M,69.53,3,2,sales executive,3,unknown,4492.84,11681.39,1,,17,3.0,2,Part Time,1,,3,3.0,8,7,7,1997,53914.11,No,sales
1558,41,No,travel_rarely,290.04,10,4,life sciences,1559,4,F,36.26,4,1,laboratory technician,3,married,2342.59,6090.75,3,Yes,13,3.0,3,Part Time,1,,3,3.0,7,1,7,1983,28111.13,Yes,research & development
1559,42,Yes,non-travel,556.26,4,3,other,1560,1,M,69.53,3,2,sales executive,2,unknown,4492.84,11681.39,1,No,18,3.0,3,Part Time,0,8.0,5,3.0,8,7,7,1982,53914.11,Yes,sales
1560,52,No,travel_rarely,556.26,31,2,other,1561,3,F,69.53,3,2,sales executive,4,unknown,4492.84,11681.39,4,No,11,3.0,3,Part Time,1,18.0,2,2.0,7,0,7,1972,53914.11,No,sales
1561,38,No,non-travel,313.03,14,3,other,1562,4,F,39.13,3,1,laboratory technician,1,unknown,2528.33,6573.67,1,No,12,3.0,3,Full Time,1,,2,2.0,18,12,17,1986,30340.0,No,research & development
1562,57,No,non-travel,1363.14,6,3,life sciences,1563,3,F,170.39,4,4,sales executive,1,married,11010.0,28626.0,9,No,11,3.0,4,Full Time,3,36.0,0,2.0,7,7,7,1967,132120.0,Yes,sales
1563,42,No,travel_rarely,865.84,1,3,marketing,1564,2,M,108.23,4,3,sales executive,1,married,6993.33,18182.67,1,,16,3.0,3,Part Time,1,10.0,2,3.0,10,0,7,1982,83920.0,Yes,sales
1564,47,No,non-travel,556.26,18,3,medical,1565,3,F,69.53,3,2,manufacturing director,3,unknown,4492.84,11681.39,2,No,14,3.0,3,Full Time,1,19.0,5,2.0,10,0,8,1977,53914.08,No,research & development
1565,31,No,non-travel,290.04,2,3,other,1566,3,F,36.26,3,1,laboratory technician,4,single,2342.59,6090.75,0,,14,3.0,3,Part Time,0,12.0,2,2.0,11,6,7,1993,28111.13,Yes,research & development
1566,36,No,travel_rarely,1032.49,16,3,life sciences,1567,4,M,129.06,3,3,healthcare representative,3,unknown,8339.32,21682.23,4,Yes,12,3.0,3,Part Time,0,10.0,2,3.0,8,0,0,1988,100071.84,Yes,research & development
1567,49,No,travel_rarely,417.96,2,5,other,1568,2,F,52.24,3,2,sales executive,4,married,3375.83,8777.17,2,No,14,3.0,1,Part Time,1,14.0,2,3.0,9,6,7,1975,40510.0,Yes,sales
1568,46,No,travel_rarely,495.75,2,3,other,1569,4,M,61.97,3,2,sales executive,2,unknown,4004.17,10410.83,0,No,19,3.0,2,Part Time,1,,3,4.0,8,3,7,1978,48050.0,No,sales
1569,27,Yes,travel_frequently,282.8,17,4,life sciences,1570,2,F,35.35,3,1,human resources,3,unknown,2284.17,5938.83,0,Yes,11,3.0,2,Part Time,1,8.0,2,,7,1,0,1997,27410.0,Yes,human resources
1570,42,No,non-travel,556.26,2,4,other,1571,1,F,69.53,2,2,healthcare representative,3,single,4492.84,11681.39,2,Yes,17,3.0,1,Part Time,0,10.0,3,3.0,8,0,7,1982,53914.11,Yes,research & development
1571,35,No,non-travel,550.64,21,4,other,1572,4,M,68.83,4,2,sales executive,4,single,4447.5,11563.5,1,,12,3.0,4,Part Time,0,10.0,3,3.0,10,5,7,1989,53370.0,No,sales
1572,32,No,travel_rarely,556.26,29,4,medical,1573,1,M,69.53,4,2,sales executive,4,divorced,4492.84,11681.39,4,No,22,4.0,4,Part Time,2,13.0,4,4.0,7,5,7,1992,53914.11,Yes,sales
1573,44,No,travel_frequently,556.26,9,5,other,1574,4,M,69.53,3,2,laboratory technician,3,divorced,4492.84,11681.39,3,,13,3.0,2,Part Time,1,10.0,3,3.0,8,4,7,1980,53914.11,Yes,research & development
1574,54,No,non-travel,556.26,1,1,other,1575,4,F,69.53,3,2,sales executive,1,single,4492.84,11681.39,7,,20,4.0,4,Part Time,0,18.0,2,4.0,14,8,10,1970,53914.11,No,sales
1575,38,No,travel_rarely,973.35,3,3,other,1576,3,M,121.67,3,3,manufacturing director,3,married,7861.67,20440.33,1,No,15,not rated,3,Part Time,1,,2,3.0,10,7,8,1986,94340.0,Yes,research & development
1576,55,No,non-travel,1032.49,24,4,other,1577,3,M,129.06,3,3,human resources,2,unknown,8339.32,21682.23,2,,15,not rated,3,Part Time,1,16.0,1,4.0,9,7,1,1969,100071.84,No,human resources
1577,39,No,travel_rarely,556.26,7,4,marketing,1578,4,F,69.53,2,2,sales executive,4,unknown,4492.84,11681.39,0,No,20,not rated,1,Part Time,0,,2,3.0,7,0,5,1985,53914.11,Yes,sales
1578,30,No,non-travel,290.04,1,4,life sciences,1579,2,M,36.26,1,1,research scientist,4,divorced,2342.59,6090.75,1,,18,3.0,4,Full Time,1,10.0,5,3.0,10,2,8,1994,28111.08,Yes,research & development
1579,35,No,non-travel,1032.49,9,3,medical,1580,4,F,129.06,2,3,healthcare representative,2,unknown,8339.32,21682.23,1,,14,3.0,2,Full Time,0,9.0,3,4.0,8,7,7,1989,100071.84,Yes,research & development
1580,40,No,non-travel,556.26,2,4,technical degree,1581,4,F,69.53,2,2,healthcare representative,3,single,4492.84,11681.39,1,No,11,3.0,1,Part Time,0,20.0,4,3.0,20,11,10,1984,53914.11,No,research & development
1581,33,No,non-travel,556.73,10,3,marketing,1582,4,M,69.59,3,2,sales executive,4,unknown,4496.67,11691.33,1,,12,3.0,4,Full Time,0,10.0,2,2.0,10,0,8,1991,53960.04,Yes,sales
1582,39,No,travel_rarely,556.26,1,4,life sciences,1583,2,F,69.53,4,2,healthcare representative,4,unknown,4492.84,11681.39,0,,13,3.0,3,Part Time,0,10.0,4,,9,1,8,1985,53914.11,No,research & development
1583,28,No,travel_rarely,1032.49,1,2,life sciences,1584,3,F,129.06,3,3,manufacturing director,1,married,8339.32,21682.23,1,,11,3.0,4,Part Time,0,9.0,3,3.0,9,0,7,1996,100071.84,No,research & development
1584,33,No,travel_rarely,1151.33,3,2,life sciences,1585,3,F,143.92,3,3,research director,4,single,9299.17,24177.83,3,,15,3.0,4,Full Time,0,10.0,6,3.0,7,7,7,1991,111590.0,No,research & development
1585,48,No,non-travel,511.75,14,4,marketing,1586,4,M,63.97,3,2,sales executive,1,single,4133.33,10746.67,2,,12,3.0,4,Part Time,0,20.0,2,3.0,7,1,7,1976,49600.0,No,sales
1586,28,No,travel_frequently,907.21,10,2,other,1587,4,M,113.4,3,3,manufacturing director,1,unknown,7327.5,19051.5,1,No,21,4.0,3,Part Time,2,9.0,4,2.0,9,1,7,1996,87930.0,Yes,research & development
1587,42,No,non-travel,1979.82,1,3,other,1588,4,M,247.48,2,5,manager,3,unknown,15990.83,41576.17,1,No,12,not rated,2,Full Time,1,22.0,3,3.0,22,2,10,1982,191890.0,No,general
1588,29,Yes,non-travel,228.63,1,2,other,1589,1,F,28.58,1,1,research scientist,2,unknown,1846.67,4801.33,7,Yes,13,3.0,4,Part Time,0,10.0,4,3.0,7,3,7,1995,22160.0,Yes,research & development
1589,37,No,non-travel,1208.48,8,3,other,1590,1,F,151.06,4,3,research director,1,married,9760.83,25378.17,9,,14,3.0,1,Full Time,1,10.0,2,3.0,8,0,5,1987,117130.0,No,research & development
1590,31,No,non-travel,547.24,35,5,marketing,1591,3,M,68.4,3,2,sales executive,4,divorced,4420.0,11492.0,7,No,23,not rated,4,Part Time,1,10.0,2,2.0,8,7,7,1993,53040.0,No,sales
1591,57,No,travel_rarely,1145.55,9,3,other,1592,3,M,143.19,3,4,healthcare representative,4,married,9252.5,24056.5,7,No,11,3.0,3,Full Time,0,30.0,1,2.0,10,1,1,1967,111030.0,Yes,research & development
1592,46,No,travel_rarely,684.25,2,2,other,1593,2,M,85.53,1,2,sales representative,3,single,5526.67,14369.33,0,No,13,3.0,1,Full Time,0,9.0,3,3.0,8,3,1,1978,66320.0,Yes,sales
1593,37,No,non-travel,782.79,8,4,other,1594,1,M,97.85,2,3,sales executive,1,single,6322.5,16438.5,1,,15,3.0,2,Part Time,0,10.0,1,3.0,10,0,9,1987,75870.0,Yes,sales
1594,30,No,non-travel,447.26,27,3,medical,1595,2,F,55.91,3,2,healthcare representative,3,married,3612.5,9392.5,4,No,12,3.0,1,Part Time,1,11.0,3,2.0,8,1,1,1994,43350.0,Yes,research & development
1595,39,No,non-travel,616.98,2,4,life sciences,1596,1,F,77.12,4,2,manufacturing director,1,single,4983.33,12956.67,6,,12,3.0,4,Full Time,0,17.0,2,3.0,15,4,12,1985,59800.0,No,research & development
1596,41,No,non-travel,437.87,2,2,medical,1597,3,F,54.73,4,2,healthcare representative,2,unknown,3536.67,9195.33,1,No,24,4.0,4,Part Time,1,8.0,2,3.0,8,3,7,1983,42440.0,Yes,research & development
1597,43,No,travel_frequently,1973.98,8,3,other,1598,2,M,246.75,3,5,manager,4,unknown,15943.72,41453.67,1,No,13,3.0,2,Full Time,1,24.0,4,2.0,24,14,9,1981,191324.62,Yes,general
1598,37,No,travel_rarely,539.4,1,3,other,1599,3,F,67.42,3,2,manufacturing director,2,unknown,4356.67,11327.33,0,,15,3.0,1,Part Time,1,,2,3.0,9,0,5,1987,52280.0,Yes,research & development
1599,30,No,travel_rarely,278.57,23,2,other,1600,3,M,34.82,4,1,research scientist,3,married,2250.0,5850.0,1,,24,4.0,3,Part Time,1,10.0,3,3.0,10,0,7,1994,27000.0,No,research & development
1600,56,Yes,non-travel,556.26,2,1,medical,1601,3,M,69.53,3,2,sales executive,4,single,4492.84,11681.39,4,,16,3.0,3,Full Time,0,,3,2.0,9,7,3,1968,53914.08,Yes,sales
1601,29,No,non-travel,556.26,43,4,other,1602,4,F,69.53,3,2,sales executive,2,unknown,4492.84,11681.39,1,,20,4.0,1,Part Time,0,8.0,2,3.0,8,7,5,1995,53914.11,No,sales
1602,27,Yes,non-travel,244.11,5,2,medical,1603,3,F,30.51,2,1,research scientist,3,married,1971.67,5126.33,1,,14,3.0,1,Part Time,1,8.0,2,3.0,8,1,7,1997,23660.0,Yes,research & development
1603,45,No,non-travel,290.04,9,2,other,1604,2,M,36.26,3,1,research scientist,1,unknown,2342.59,6090.75,1,Yes,13,3.0,4,Part Time,0,8.0,0,3.0,8,7,1,1979,28111.13,No,research & development
1604,42,Yes,non-travel,290.04,2,4,life sciences,1605,2,F,36.26,1,1,laboratory technician,4,divorced,2342.59,6090.75,4,Yes,13,3.0,3,Part Time,1,,1,2.0,7,1,0,1982,28111.13,Yes,research & development
1605,32,No,travel_rarely,240.29,7,4,other,1606,2,M,30.04,2,1,sales representative,3,unknown,1940.83,5046.17,3,,15,not rated,2,Part Time,0,,2,4.0,7,5,2,1992,23290.0,Yes,sales
1606,27,No,travel_frequently,443.03,1,3,medical,1607,3,M,55.38,2,2,sales executive,1,unknown,3578.33,9303.67,1,,12,3.0,2,Part Time,0,,2,3.0,7,0,7,1997,42940.0,Yes,sales
1607,32,No,non-travel,556.26,12,3,medical,1608,4,F,69.53,3,2,healthcare representative,4,unknown,4492.84,11681.39,0,,11,3.0,3,Part Time,2,10.0,2,1.0,9,8,5,1992,53914.11,Yes,research & development
1608,33,No,non-travel,693.85,3,4,medical,1609,3,F,86.73,3,2,manufacturing director,1,married,5604.17,14570.83,1,,12,3.0,3,Full Time,1,8.0,2,4.0,8,6,3,1991,67250.0,Yes,research & development
1609,37,Yes,travel_rarely,1065.28,3,1,life sciences,1610,3,M,133.16,2,3,sales executive,4,married,8604.17,22370.83,1,,11,not rated,1,Full Time,1,,6,3.0,16,3,7,1987,103250.0,No,sales
1610,46,No,non-travel,458.82,4,2,other,1611,3,M,57.35,3,2,laboratory technician,2,unknown,3705.83,9635.17,1,,12,3.0,2,Part Time,0,,5,2.0,9,0,8,1978,44470.0,Yes,research & development
1611,40,No,travel_rarely,1032.49,13,5,other,1612,1,M,129.06,4,3,sales executive,3,single,8339.32,21682.23,0,No,18,3.0,4,Part Time,0,9.0,3,3.0,8,0,7,1984,100071.84,Yes,sales
1612,37,No,non-travel,556.26,8,4,technical degree,1613,1,M,69.53,3,2,sales executive,4,divorced,4492.84,11681.39,4,No,13,not rated,4,Part Time,2,12.0,3,3.0,7,0,7,1987,53914.11,Yes,sales
1613,47,No,non-travel,1118.93,7,2,medical,1614,4,M,139.87,3,3,manufacturing director,3,unknown,9037.5,23497.5,6,,13,3.0,2,Full Time,1,,3,3.0,8,0,7,1977,108450.0,No,research & development
1614,36,No,non-travel,1032.49,18,5,life sciences,178,2,M,129.06,3,3,sales executive,1,married,8339.32,21682.23,1,,22,4.0,4,Full Time,1,9.0,3,2.0,9,1,8,1988,100071.84,Yes,sales
1615,60,No,travel_rarely,290.04,6,2,medical,853,2,M,36.26,3,1,human resources,3,married,2342.59,6090.75,8,,17,3.0,4,Part Time,0,,2,2.0,2,2,2,1964,28111.13,No,human resources
1616,31,No,travel_rarely,1032.49,5,3,other,112,2,F,129.06,3,3,sales executive,4,unknown,8339.32,21682.23,2,No,12,3.0,3,Part Time,1,,2,3.0,10,7,4,1993,100071.84,Yes,sales
1617,35,Yes,travel_rarely,556.26,24,4,other,159,1,F,69.53,2,2,sales executive,2,single,4492.84,11681.39,0,Yes,23,4.0,3,Part Time,0,16.0,2,4.0,15,10,10,1989,53914.11,No,sales
1618,48,No,non-travel,290.04,2,4,life sciences,969,4,F,36.26,2,1,sales representative,4,single,2342.59,6090.75,1,Yes,18,3.0,1,Full Time,0,3.0,3,2.0,3,1,2,1976,28111.08,Yes,sales
1619,25,No,travel_rarely,429.41,4,1,other,633,4,F,53.68,3,2,sales executive,3,married,3468.33,9017.67,1,Yes,12,3.0,3,Full Time,2,,3,3.0,5,0,3,1999,41619.96,Yes,sales
1620,22,Yes,travel_rarely,290.04,18,1,other,1339,4,F,36.26,3,1,research scientist,4,single,2342.59,6090.75,1,No,19,not rated,1,Part Time,0,,3,2.0,1,0,0,2002,28111.13,No,research & development
1621,51,No,non-travel,290.04,8,4,marketing,932,4,M,36.26,3,1,sales representative,2,married,2342.59,6090.75,7,No,15,3.0,4,Part Time,1,4.0,2,3.0,2,2,2,1973,28111.13,Yes,sales
1622,52,No,travel_rarely,556.26,35,3,medical,1179,3,M,69.53,1,2,manufacturing director,2,divorced,4492.84,11681.39,5,,18,3.0,4,Part Time,1,,3,3.0,4,1,2,1972,53914.11,Yes,research & development
1623,37,No,travel_rarely,556.26,14,4,other,168,1,F,69.53,2,2,sales executive,3,unknown,4492.84,11681.39,1,Yes,13,3.0,1,Part Time,1,10.0,4,3.0,10,1,7,1987,53914.11,No,sales
1624,32,No,travel_rarely,456.44,8,4,other,271,3,F,57.06,3,2,manufacturing director,4,single,3686.67,9585.33,1,No,23,4.0,4,Part Time,0,11.0,2,3.0,11,1,8,1992,44240.0,No,research & development
1625,59,Yes,travel_rarely,255.77,2,3,other,1349,4,M,31.97,3,1,research scientist,3,single,2065.83,5371.17,4,No,24,4.0,1,Part Time,0,7.0,4,3.0,1,0,0,1965,24790.0,No,research & development
1626,51,No,non-travel,1874.89,47,3,other,672,1,F,234.36,3,5,research director,2,unknown,15143.33,39372.67,3,Yes,19,3.0,1,Full Time,0,28.0,1,2.0,8,0,7,1973,181720.0,Yes,research & development
1627,33,No,travel_rarely,290.04,29,4,other,1158,3,F,36.26,2,1,laboratory technician,2,single,2342.59,6090.75,1,,13,3.0,3,Part Time,0,6.0,3,3.0,6,4,1,1991,28111.13,No,research & development
1628,32,Yes,travel_frequently,290.04,2,3,other,1393,3,F,36.26,2,1,sales representative,4,single,2342.59,6090.75,7,No,14,3.0,3,Part Time,0,3.0,3,4.0,1,0,0,1992,28111.13,Yes,sales
1629,38,No,non-travel,1032.49,11,3,other,191,2,M,129.06,3,3,research director,4,unknown,8339.32,21682.23,1,,14,3.0,3,Part Time,3,,1,3.0,10,0,7,1986,100071.84,Yes,research & development
1630,48,Yes,non-travel,1032.49,10,4,life sciences,300,1,M,129.06,3,3,manager,2,married,8339.32,21682.23,1,,12,3.0,4,Full Time,1,,2,2.0,10,9,9,1976,100071.84,Yes,general
