,employee_number,attrition,job_level,job_role,department,monthly_income,salary,percent_salary_hike,training_times_last_year,stock_option_level,hourly_rate,daily_rate,monthly_rate,standard_hours,overtime,business_travel,distance_from_home,remote_work,environment_satisfaction,job_involvement,job_satisfaction,performance_rating,relationship_satisfaction,work_life_balance,date_birth,age,gender,marital_status,education,education_field,num_companies_worked,total_working_years,years_at_company,years_since_last_promotion,years_with_curr_manager
1410,1411,No,1,research scientist,research & development,2476.67,29720.0,13,4,0,38.32875,306.63,6439.33,Full Time,,non-travel,13,No,1,3,4,3.0,3,,1989,36,M,single,4,medical,1,,1,0,0
1411,1412,No,1,research scientist,research & development,2342.59,28111.13,21,5,0,36.255,290.04,6090.75,Part Time,,travel_rarely,3,Yes,1,3,4,4.0,1,3.0,1997,28,F,nan,3,other,1,1.0,1,0,0
1412,1413,No,2,sales executive,sales,5679.17,68150.0,13,5,0,87.89125,703.13,14765.83,Full Time,No,travel_rarely,1,Yes,2,3,3,3.0,1,3.0,1987,38,F,single,4,life sciences,6,,1,0,0
1413,1414,No,5,manager,general,15943.72,191324.62,16,2,1,246.7475,1973.98,41453.67,Full Time,Yes,non-travel,24,No,2,3,3,not rated,3,3.0,1973,52,M,unknown,3,marketing,4,,1,0,0
1414,1415,No,5,manager,general,15943.72,191324.62,22,2,0,246.7475,1973.98,41453.67,Full Time,No,travel_rarely,9,No,4,2,4,4.0,4,3.0,1981,44,M,nan,2,other,8,24.0,1,0,1
1415,1416,No,1,laboratory technician,research & development,2241.67,26900.04,18,5,1,34.6925,277.54,5828.33,Full Time,No,non-travel,7,No,3,2,4,3.0,4,2.0,1988,37,M,nan,2,life sciences,1,,1,0,1
1416,1417,No,4,manager,general,14639.17,175670.0,15,5,0,226.55875,1812.47,38061.83,Full Time,,travel_rarely,1,No,4,4,1,3.0,2,1.0,1977,48,M,nan,4,life sciences,1,27.0,26,0,12
1417,1418,Yes,1,sales representative,sales,1307.5,15690.0,12,2,0,20.235,161.88,3399.5,Part Time,Yes,travel_frequently,3,Yes,2,3,4,3.0,3,4.0,2005,20,F,single,2,medical,1,0.0,0,0,0
1418,1419,No,2,sales executive,sales,3489.17,41870.0,13,3,1,53.99875,431.99,9071.83,Part Time,Yes,non-travel,5,Yes,1,2,2,not rated,2,2.0,1994,31,M,divorced,3,other,1,10.0,10,0,9
1419,1420,No,2,sales executive,sales,4492.84,53914.11,11,2,2,69.5325,556.26,11681.39,Part Time,No,non-travel,5,Yes,1,3,4,3.0,1,,1992,33,F,nan,4,life sciences,1,10.0,10,0,2
1420,1421,No,3,sales executive,sales,8339.32,100071.84,16,2,0,129.06125,1032.49,21682.23,Part Time,,travel_rarely,23,Yes,4,3,3,3.0,4,3.0,1982,43,M,single,2,other,3,21.0,2,0,2
1421,1422,No,1,laboratory technician,research & development,2755.0,33060.0,19,5,1,42.6375,341.1,7163.0,Full Time,,travel_rarely,4,Yes,4,3,3,3.0,4,,1985,40,F,nan,2,other,7,7.0,0,0,0
1422,1423,Yes,1,laboratory technician,research & development,1160.83,13930.0,12,2,0,17.965,143.72,3018.17,Part Time,No,travel_rarely,2,Yes,4,3,2,3.0,1,3.0,1991,34,M,single,4,life sciences,1,1.0,1,0,0
1423,1424,No,3,healthcare representative,research & development,9069.17,108830.0,20,2,1,140.35625,1122.85,23579.83,Full Time,No,non-travel,1,No,3,1,4,4.0,3,4.0,1963,62,M,divorced,4,other,3,19.0,1,0,0
1424,1425,Yes,1,human resources,human resources,2342.59,28111.08,11,2,1,36.255,290.04,6090.75,Full Time,No,non-travel,22,Yes,4,1,3,not rated,3,3.0,1999,26,M,married,1,other,1,1.0,1,0,0
1425,1426,No,2,manufacturing director,research & development,4492.84,53914.11,16,3,1,69.5325,556.26,11681.39,Full Time,Yes,travel_rarely,8,Yes,2,3,1,3.0,2,3.0,1983,42,F,nan,2,life sciences,2,18.0,1,0,0
1426,1427,No,1,research scientist,research & development,2385.0,28620.0,12,2,1,36.91125,295.29,6201.0,Full Time,No,travel_rarely,21,Yes,2,3,4,3.0,2,2.0,1993,32,M,married,1,other,1,10.0,10,0,8
1427,1428,No,2,sales executive,sales,4492.84,53914.11,11,3,1,69.5325,556.26,11681.39,Part Time,No,non-travel,2,Yes,3,3,2,3.0,4,1.0,1976,49,M,nan,4,marketing,7,4.0,1,0,0
1428,1429,Yes,2,sales executive,sales,5612.5,67350.0,15,2,0,86.86,694.88,14592.5,Full Time,,travel_rarely,1,No,1,1,2,3.0,2,3.0,1991,34,M,single,2,other,6,10.0,0,0,0
1429,1430,No,3,human resources,human resources,8130.0,97560.0,21,2,2,125.82125,1006.57,21138.0,Full Time,,travel_rarely,41,Yes,4,1,3,4.0,3,4.0,1978,47,F,unknown,3,life sciences,4,9.0,5,0,3
1430,1431,No,1,research scientist,research & development,2342.59,28111.13,14,3,3,36.255,290.04,6090.75,Part Time,Yes,non-travel,2,No,4,4,4,3.0,1,3.0,1989,36,M,married,4,other,0,6.0,5,1,2
1431,1432,Yes,3,sales executive,sales,8339.32,100071.84,20,2,0,129.06125,1032.49,21682.23,Part Time,Yes,non-travel,16,Yes,1,3,1,4.0,3,2.0,1990,35,F,nan,3,other,2,,0,0,0
1432,1433,Yes,3,sales executive,sales,8339.32,100071.84,13,2,3,129.06125,1032.49,21682.23,Full Time,,travel_rarely,16,Yes,1,3,3,3.0,1,3.0,1992,33,M,married,4,other,2,,1,0,0
1433,1434,No,1,research scientist,research & development,2342.59,28111.13,13,2,1,36.255,290.04,6090.75,Part Time,,travel_rarely,4,Yes,4,2,1,3.0,3,3.0,1994,31,F,divorced,3,technical degree,1,,1,0,0
1434,1435,No,2,healthcare representative,research & development,4411.67,52940.0,16,3,1,68.27625,546.21,11470.33,Part Time,No,non-travel,16,No,3,4,3,3.0,3,3.0,1993,32,M,married,3,other,3,10.0,7,1,7
1435,1436,No,2,healthcare representative,research & development,4492.84,53914.11,16,2,1,69.5325,556.26,11681.39,Part Time,,travel_rarely,18,Yes,2,1,4,3.0,3,3.0,1985,40,M,married,3,medical,3,,1,1,0
1436,1437,Yes,1,research scientist,research & development,2030.83,24370.0,16,4,1,31.43,251.44,5280.17,Part Time,Yes,non-travel,17,No,3,2,3,3.0,4,3.0,1980,45,M,nan,3,technical degree,9,6.0,1,0,0
1437,1438,No,5,research director,research & development,15943.72,191324.62,12,2,3,246.7475,1973.98,41453.67,Full Time,No,travel_rarely,44,No,3,2,1,3.0,2,3.0,1968,57,M,married,3,other,8,34.0,1,0,0
1438,1439,Yes,1,sales representative,sales,2342.59,28111.08,13,3,0,36.255,290.04,6090.75,Full Time,,non-travel,7,Yes,2,3,2,3.0,2,3.0,2002,23,M,single,1,marketing,1,,1,1,0
1439,1440,Yes,1,laboratory technician,research & development,2342.59,28111.13,17,6,0,36.255,290.04,6090.75,Part Time,Yes,travel_rarely,45,Yes,3,3,1,3.0,3,3.0,2001,24,F,nan,1,medical,1,1.0,1,0,0
1440,1441,No,2,human resources,human resources,3392.5,40710.0,13,4,0,52.5025,420.02,8820.5,Part Time,No,travel_rarely,8,Yes,3,3,2,3.0,3,2.0,1986,39,M,divorced,2,other,2,19.0,10,4,7
1441,1442,No,2,healthcare representative,research & development,4492.84,53914.11,18,2,2,69.5325,556.26,11681.39,Part Time,No,travel_rarely,13,No,2,4,1,not rated,3,2.0,1981,44,M,married,3,other,5,10.0,0,0,0
1442,1443,No,1,research scientist,research & development,2342.59,28111.08,16,4,0,36.255,290.04,6090.75,Full Time,,non-travel,14,Yes,2,3,3,3.0,3,1.0,2005,20,F,single,3,other,1,0.0,0,0,0
1443,1444,Yes,1,human resources,human resources,2463.33,29560.0,17,4,0,38.1225,304.98,6404.67,Full Time,No,travel_rarely,18,Yes,4,4,1,3.0,3,3.0,1992,33,M,married,5,human resources,0,2.0,1,0,0
1444,1445,No,2,research scientist,research & development,4492.84,53914.11,22,2,1,69.5325,556.26,11681.39,Full Time,Yes,travel_rarely,2,Yes,4,3,2,4.0,4,3.0,1987,38,F,nan,4,other,4,,1,0,0
1445,1446,No,2,sales executive,sales,3873.33,46480.0,13,2,0,59.945,479.56,10070.67,Part Time,,travel_frequently,10,Yes,4,3,4,3.0,3,4.0,1991,34,M,nan,4,marketing,8,,0,0,0
1446,1447,No,2,healthcare representative,research & development,4492.84,53914.11,17,3,2,69.5325,556.26,11681.39,Part Time,No,non-travel,29,No,4,1,3,not rated,4,,1994,31,M,divorced,1,life sciences,8,11.0,7,1,6
1447,1448,No,1,laboratory technician,research & development,2342.59,28111.13,13,3,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,8,Yes,4,3,3,not rated,4,3.0,1981,44,M,nan,3,other,4,,0,0,0
1448,1449,No,1,human resources,human resources,2336.67,28040.0,11,3,0,36.1625,289.3,6075.33,Part Time,No,travel_rarely,6,Yes,4,2,2,3.0,4,3.0,1994,31,M,married,1,other,1,,1,0,0
1449,1450,Yes,1,research scientist,research & development,2032.5,24390.0,24,3,0,31.455,251.64,5284.5,Part Time,Yes,non-travel,24,No,4,2,4,not rated,2,2.0,1994,31,M,nan,2,other,1,1.0,1,1,0
1450,1451,No,1,sales representative,sales,2380.0,28560.0,19,3,1,36.83375,294.67,6188.0,Full Time,No,travel_rarely,3,Yes,2,3,2,3.0,4,3.0,1995,30,F,nan,3,medical,1,1.0,1,0,0
1451,1452,Yes,1,sales representative,sales,2342.59,28111.08,13,3,0,36.255,290.04,6090.75,Full Time,,non-travel,9,No,2,3,4,3.0,3,2.0,1993,32,M,nan,3,other,1,,1,0,0
1452,1453,Yes,1,research scientist,research & development,2342.59,28111.08,23,2,0,36.255,290.04,6090.75,Full Time,,travel_rarely,7,Yes,4,3,2,4.0,1,3.0,2001,24,M,single,1,life sciences,1,1.0,1,0,0
1453,1454,No,1,research scientist,research & development,2444.17,29330.0,13,3,1,37.82625,302.61,6354.83,Full Time,Yes,non-travel,1,No,2,2,3,3.0,3,2.0,1997,28,F,nan,2,life sciences,1,1.0,1,1,0
1454,1455,No,2,healthcare representative,research & development,4492.84,53914.11,15,5,1,69.5325,556.26,11681.39,Part Time,,travel_rarely,1,Yes,2,4,1,3.0,4,3.0,1979,46,M,nan,4,other,2,10.0,2,2,2
1455,1456,Yes,1,sales representative,sales,909.17,10910.0,17,3,0,14.07,112.56,2363.83,Part Time,No,travel_frequently,24,Yes,3,4,1,3.0,4,,1994,31,M,single,3,technical degree,1,1.0,1,0,0
1456,1457,Yes,2,sales executive,sales,4492.84,53914.11,11,0,0,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,13,Yes,4,3,3,3.0,4,3.0,1995,30,F,nan,2,marketing,3,6.0,2,2,2
1457,1458,No,2,sales executive,sales,4492.84,53914.11,16,3,1,69.5325,556.26,11681.39,Part Time,,travel_rarely,11,Yes,4,2,1,3.0,3,3.0,1967,58,F,married,5,other,4,,0,0,0
1458,1459,No,2,manufacturing director,research & development,4292.5,51510.0,25,3,1,66.43125,531.45,11160.5,Part Time,No,travel_rarely,9,Yes,1,3,1,4.0,4,3.0,1984,41,M,married,2,other,1,10.0,10,7,9
1459,1460,No,4,manager,general,12783.92,153407.07,13,2,1,197.84625,1582.77,33238.2,Full Time,Yes,non-travel,21,Yes,4,3,4,3.0,3,2.0,1965,60,F,nan,3,other,4,,1,0,0
1460,1461,No,2,sales executive,sales,4492.84,53914.11,12,4,2,69.5325,556.26,11681.39,Part Time,,travel_rarely,12,No,2,3,4,not rated,3,3.0,1981,44,M,divorced,4,marketing,3,14.0,0,0,0
1461,1462,Yes,1,human resources,human resources,2385.83,28630.0,12,2,0,36.92375,295.39,6203.17,Full Time,No,non-travel,22,No,1,2,2,3.0,1,3.0,1996,29,F,married,3,other,1,,1,0,0
1462,1463,No,1,sales representative,sales,2381.67,28580.04,14,3,0,36.85875,294.87,6192.33,Full Time,,travel_rarely,1,Yes,1,2,1,3.0,1,2.0,1985,40,M,single,3,other,4,20.0,1,0,0
1463,1464,No,2,manufacturing director,research & development,4492.84,53914.11,24,1,0,69.5325,556.26,11681.39,Part Time,No,non-travel,5,Yes,4,2,4,4.0,2,3.0,1991,34,M,nan,4,life sciences,8,,1,0,0
1464,1465,No,1,laboratory technician,research & development,94083.0,11290.0,11,4,3,14.56,116.48,2446.17,Part Time,,non-travel,2,Yes,4,1,4,3.0,3,3.0,1992,33,F,nan,1,medical,1,,1,0,0
1465,1466,No,1,human resources,human resources,2342.59,28111.13,14,3,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,2,No,3,3,2,3.0,3,3.0,1998,27,F,nan,3,other,4,6.0,2,1,2
1466,1467,No,1,laboratory technician,research & development,2342.59,28111.13,19,3,2,36.255,290.04,6090.75,Part Time,No,non-travel,44,Yes,1,3,4,3.0,3,2.0,1983,42,M,married,4,other,8,8.0,1,0,0
1467,1468,No,5,manager,general,16192.5,194310.0,13,3,0,250.59875,2004.79,42100.5,Full Time,,non-travel,9,No,4,3,4,3.0,3,2.0,1984,41,M,nan,3,other,2,,6,1,3
1468,1469,Yes,1,sales representative,sales,2342.59,28111.08,19,3,1,36.255,290.04,6090.75,Full Time,No,non-travel,9,No,4,3,1,3.0,1,,2000,25,M,married,3,other,1,,1,1,0
1469,1470,No,3,human resources,human resources,8339.32,100071.84,16,2,0,129.06125,1032.49,21682.23,Part Time,Yes,travel_rarely,26,No,3,3,4,3.0,3,,1988,37,F,single,4,life sciences,1,,9,1,7
1470,1471,No,1,sales representative,sales,1923.33,23080.0,25,4,1,29.76625,238.13,5000.67,Full Time,Yes,travel_rarely,7,Yes,2,3,3,4.0,2,3.0,1989,36,M,nan,2,technical degree,0,12.0,11,5,7
1471,1472,No,1,research scientist,research & development,1786.67,21440.0,14,3,0,27.65125,221.21,4645.33,Part Time,No,non-travel,16,No,3,3,3,3.0,3,2.0,1995,30,M,single,3,medical,1,5.0,5,1,4
1472,1473,No,2,healthcare representative,research & development,4477.5,53730.0,12,5,1,69.295,554.36,11641.5,Part Time,No,non-travel,1,No,1,3,1,3.0,1,2.0,1994,31,M,married,3,life sciences,0,6.0,5,0,2
1473,1474,Yes,3,healthcare representative,research & development,8339.32,100071.84,12,3,1,129.06125,1032.49,21682.23,Part Time,,travel_rarely,23,Yes,4,3,4,3.0,4,2.0,1965,60,F,married,4,medical,1,40.0,40,15,6
1474,1475,No,3,sales executive,sales,8339.32,100071.84,12,6,2,129.06125,1032.49,21682.23,Part Time,,non-travel,3,Yes,1,3,3,3.0,3,2.0,1985,40,M,divorced,3,life sciences,0,,16,5,13
1475,1476,No,3,sales executive,sales,8339.32,100071.84,14,5,1,129.06125,1032.49,21682.23,Part Time,,travel_frequently,1,Yes,2,3,4,3.0,4,3.0,1994,31,F,married,1,other,1,11.0,11,4,1
1476,1477,No,5,manager,general,15870.83,190450.0,14,2,0,245.62,1964.96,41264.17,Full Time,,travel_rarely,1,Yes,4,3,1,3.0,3,3.0,1968,57,M,single,3,medical,0,37.0,36,4,13
1477,1478,No,4,manager,general,13345.83,160150.0,19,2,0,206.5425,1652.34,34699.17,Full Time,,non-travel,2,Yes,4,3,2,3.0,2,3.0,1982,43,M,nan,4,other,1,,22,0,4
1478,1479,No,3,healthcare representative,research & development,8010.83,96129.95999999999,17,5,3,123.9775,991.82,20828.17,Full Time,No,travel_rarely,1,Yes,3,4,4,not rated,1,2.0,1984,41,M,nan,3,other,0,19.0,18,3,7
1479,1480,No,3,research director,research & development,9591.67,115100.0,14,3,1,148.4425,1187.54,24938.33,Full Time,,non-travel,15,Yes,3,2,4,3.0,2,3.0,1985,40,M,nan,2,life sciences,0,,11,2,9
1480,1481,No,4,research director,research & development,12783.92,153407.04,11,3,1,197.84625,1582.77,33238.2,Full Time,No,non-travel,12,Yes,1,2,2,3.0,3,,1980,45,M,nan,3,other,1,,25,3,9
1481,1482,No,2,manufacturing director,research & development,3588.33,43060.0,12,5,1,55.53375,444.27,9329.67,Part Time,No,non-travel,7,Yes,2,3,1,3.0,2,1.0,1992,33,F,married,2,other,1,13.0,13,3,12
1482,1483,No,4,manager,research & development,14205.0,170460.0,15,2,1,219.83875,1758.71,36933.0,Full Time,No,travel_rarely,29,Yes,2,2,3,3.0,2,3.0,1973,52,M,married,4,life sciences,0,28.0,27,15,7
1483,1484,No,1,sales representative,sales,2342.59,28111.13,19,2,0,36.255,290.04,6090.75,Part Time,,non-travel,8,No,2,2,4,3.0,4,2.0,1990,35,F,nan,1,life sciences,0,,2,2,2
1484,1485,Yes,1,research scientist,research & development,1701.67,20420.04,14,2,1,26.335,210.68,4424.33,Full Time,,non-travel,2,Yes,1,3,1,3.0,2,3.0,1997,28,M,married,3,life sciences,6,6.0,3,1,2
1485,1486,No,1,research scientist,research & development,2350.83,28210.0,16,2,1,36.3825,291.06,6112.17,Full Time,No,travel_frequently,3,No,3,3,3,3.0,1,3.0,1985,40,M,nan,4,other,3,8.0,2,2,2
1486,1487,No,5,research director,research & development,15943.72,191324.62,17,0,2,246.7475,1973.98,41453.67,Full Time,No,non-travel,1,Yes,4,3,4,3.0,4,3.0,1977,48,M,nan,4,medical,9,23.0,2,2,2
1487,1488,No,1,research scientist,research & development,1725.0,20700.0,11,6,0,26.69625,213.57,4485.0,Part Time,Yes,non-travel,25,Yes,4,2,2,3.0,3,4.0,2002,23,F,single,1,other,1,2.0,2,2,2
1488,1489,No,1,sales representative,sales,2325.83,27910.0,12,4,1,35.995,287.96,6047.17,Part Time,No,travel_frequently,20,No,3,4,4,not rated,1,3.0,1992,33,M,married,3,other,0,3.0,2,2,2
1489,1490,No,2,sales executive,sales,4492.84,53914.11,11,3,1,69.5325,556.26,11681.39,Part Time,,non-travel,11,Yes,4,3,4,3.0,4,3.0,1988,37,M,divorced,2,marketing,1,5.0,5,0,2
1490,1491,No,2,manufacturing director,research & development,4492.84,53914.11,11,3,0,69.5325,556.26,11681.39,Part Time,No,non-travel,2,Yes,4,3,3,3.0,4,,1989,36,M,single,2,other,2,,3,0,2
1491,1492,Yes,2,sales executive,sales,6853.33,82240.0,17,3,0,106.06375,848.51,17818.67,Full Time,,non-travel,9,Yes,1,3,1,3.0,1,3.0,1990,35,F,single,4,other,0,6.0,5,0,3
1492,1493,Yes,1,laboratory technician,research & development,2175.0,26100.0,12,5,1,33.66125,269.29,5655.0,Part Time,No,non-travel,15,No,3,3,3,3.0,3,2.0,1992,33,M,nan,3,medical,1,,2,2,2
1493,1494,No,2,healthcare representative,research & development,4775.83,57310.0,13,2,2,73.91125,591.29,12417.17,Full Time,No,travel_rarely,25,No,3,2,4,3.0,3,3.0,1986,39,F,nan,2,other,7,9.0,6,1,3
1494,1495,No,1,research scientist,research & development,2115.83,25389.96,13,0,1,32.745,261.96,5501.17,Full Time,No,travel_rarely,6,No,4,2,3,not rated,3,3.0,1996,29,M,married,3,other,1,4.0,4,2,2
1495,1496,No,1,laboratory technician,research & development,1980.0,23760.0,13,2,1,30.6425,245.14,5148.0,Part Time,,travel_frequently,4,Yes,4,2,4,3.0,2,4.0,1988,37,M,married,4,other,1,2.0,2,2,2
1496,1497,No,5,manager,general,15943.72,191324.62,13,2,1,246.7475,1973.98,41453.67,Full Time,No,non-travel,4,No,4,3,1,3.0,4,3.0,1967,58,F,divorced,4,other,4,28.0,5,4,2
1497,1498,No,1,research scientist,research & development,2342.59,28111.13,19,2,1,36.255,290.04,6090.75,Part Time,Yes,non-travel,7,Yes,1,3,3,3.0,3,,1978,47,F,nan,3,medical,4,,3,0,2
1498,1499,No,1,human resources,human resources,2949.17,35390.0,13,5,0,45.64125,365.13,7667.83,Full Time,No,travel_rarely,2,Yes,2,3,4,3.0,2,3.0,1980,45,M,nan,3,life sciences,0,,9,1,8
1499,1500,No,2,sales executive,sales,4556.67,54680.0,14,3,2,70.52,564.16,11847.33,Full Time,,travel_rarely,29,Yes,1,2,4,3.0,1,3.0,1992,33,F,nan,4,marketing,1,,12,5,7
1500,1501,Yes,2,sales executive,sales,4844.17,58130.0,18,2,0,74.96875,599.75,12594.83,Full Time,,non-travel,27,Yes,3,3,4,3.0,4,3.0,1988,37,M,nan,3,other,1,,10,7,7
1501,1502,No,2,manufacturing director,research & development,4492.84,53914.11,14,6,1,69.5325,556.26,11681.39,Part Time,No,non-travel,2,No,2,3,4,3.0,3,3.0,1988,37,M,divorced,2,medical,2,15.0,7,1,7
1502,1503,No,3,manufacturing director,research & development,8055.83,96670.0,14,3,0,124.67375,997.39,20945.17,Part Time,No,non-travel,47,No,4,3,3,3.0,2,3.0,1993,32,F,single,3,medical,9,9.0,7,0,2
1503,1504,Yes,2,healthcare representative,research & development,4492.84,53914.11,22,2,1,69.5325,556.26,11681.39,Part Time,No,travel_rarely,21,No,4,3,2,4.0,4,4.0,1977,48,F,married,2,medical,4,13.0,9,3,7
1504,1505,No,2,sales executive,sales,4295.0,51540.0,22,3,2,66.47,531.76,11167.0,Full Time,,non-travel,48,Yes,4,3,3,4.0,2,4.0,1978,47,F,unknown,4,other,4,10.0,8,5,7
1505,1506,No,2,sales executive,sales,4729.17,56750.04,20,5,1,73.19,585.52,12295.83,Full Time,,travel_frequently,2,No,1,3,4,4.0,3,3.0,1980,45,M,married,4,life sciences,1,7.0,7,7,7
1506,1507,Yes,3,sales executive,sales,6095.0,73140.0,21,2,3,94.3275,754.62,15847.0,Part Time,,non-travel,10,No,3,3,2,4.0,3,3.0,1977,48,F,nan,3,life sciences,5,14.0,8,0,7
1507,1508,No,4,manager,research & development,12783.92,153407.07,11,3,1,197.84625,1582.77,33238.2,Full Time,,travel_rarely,1,Yes,1,3,1,3.0,1,,1983,42,M,nan,4,other,2,22.0,19,11,16
1508,1509,No,2,sales executive,sales,4492.84,53914.11,14,5,0,69.5325,556.26,11681.39,Part Time,No,travel_rarely,2,Yes,1,4,3,3.0,2,2.0,1996,29,F,single,2,other,0,9.0,8,0,7
1509,1510,No,3,research director,research & development,8339.32,100071.84,13,3,1,129.06125,1032.49,21682.23,Full Time,No,non-travel,6,No,3,3,1,3.0,2,4.0,1981,44,M,married,3,medical,9,18.0,13,5,7
1510,1511,No,1,laboratory technician,research & development,2342.59,28111.13,18,3,1,36.255,290.04,6090.75,Part Time,No,travel_frequently,6,Yes,3,4,4,3.0,1,3.0,1997,28,M,married,3,other,0,8.0,7,7,7
1511,1512,No,2,sales executive,sales,4492.84,53914.11,12,2,1,69.5325,556.26,11681.39,Part Time,,travel_frequently,1,Yes,3,2,4,3.0,3,3.0,1995,30,M,married,2,life sciences,1,7.0,7,0,7
1512,1513,No,1,research scientist,research & development,2342.59,28111.13,12,4,1,36.255,290.04,6090.75,Part Time,,travel_rarely,5,Yes,3,3,4,3.0,3,3.0,1992,33,M,married,4,other,0,,5,0,3
1513,1514,No,2,human resources,human resources,5341.67,64100.0,12,1,0,82.66875,661.35,13888.33,Full Time,No,travel_rarely,2,Yes,1,2,1,3.0,4,3.0,1992,33,M,nan,3,human resources,3,,2,1,0
1514,1515,No,1,research scientist,research & development,2342.59,28111.13,18,2,1,36.255,290.04,6090.75,Part Time,,non-travel,2,Yes,3,3,4,3.0,2,1.0,1992,33,M,nan,4,other,0,3.0,2,2,2
1515,1516,Yes,2,research scientist,research & development,4117.5,49410.0,15,3,0,63.72375,509.79,10705.5,Part Time,No,non-travel,8,No,3,2,2,not rated,1,2.0,1971,54,M,nan,4,medical,2,11.0,8,7,7
1516,1517,Yes,1,research scientist,research & development,2342.59,28111.13,13,4,0,36.255,290.04,6090.75,Part Time,Yes,non-travel,2,Yes,1,1,4,3.0,4,2.0,1995,30,M,married,4,medical,5,,3,2,2
1517,1518,No,5,research director,research & development,15943.72,191324.62,11,2,1,246.7475,1973.98,41453.67,Full Time,,travel_rarely,5,Yes,4,3,3,3.0,2,3.0,1976,49,M,married,5,other,4,21.0,3,1,1
1518,1519,No,1,laboratory technician,research & development,3319.17,39830.0,17,2,0,51.3675,410.94,8629.83,Full Time,No,non-travel,9,No,2,2,4,3.0,3,,1994,31,M,nan,5,other,0,4.0,3,2,2
1519,1520,No,2,manufacturing director,research & development,5289.17,63470.0,16,2,2,81.85625,654.85,13751.83,Full Time,No,non-travel,5,No,4,3,4,3.0,3,2.0,1986,39,M,nan,2,medical,7,8.0,6,0,4
1520,1521,No,1,research scientist,research & development,2420.0,29040.0,12,2,2,37.4525,299.62,6292.0,Full Time,,non-travel,22,No,3,3,4,3.0,3,2.0,2000,25,M,nan,1,other,1,,4,0,2
1521,1522,No,1,human resources,human resources,2246.67,26960.0,11,5,1,34.77,278.16,5841.33,Part Time,Yes,travel_rarely,2,Yes,3,3,3,3.0,3,3.0,1981,44,M,divorced,1,other,0,4.0,3,1,0
1522,1523,No,2,sales executive,sales,4492.84,53914.11,12,2,1,69.5325,556.26,11681.39,Part Time,,non-travel,28,Yes,4,3,3,3.0,2,4.0,1993,32,F,nan,2,other,7,4.0,2,2,2
1523,1524,Yes,1,sales representative,sales,1811.67,21740.0,11,3,0,28.0375,224.3,4710.33,Part Time,,non-travel,1,No,1,2,2,3.0,3,3.0,2002,23,F,single,1,other,1,3.0,3,1,2
1524,1525,No,2,healthcare representative,research & development,5629.17,67550.0,11,2,0,87.1175,696.94,14635.83,Full Time,No,travel_rarely,1,No,4,3,3,3.0,3,3.0,1966,59,M,nan,4,medical,2,,3,1,2
1525,1526,No,1,sales representative,sales,2342.59,28111.13,24,3,0,36.255,290.04,6090.75,Part Time,,non-travel,9,Yes,1,3,4,4.0,3,2.0,2002,23,M,single,2,other,1,3.0,3,2,2
1526,1527,No,1,research scientist,research & development,2214.17,26570.0,16,5,0,34.26625,274.13,5756.83,Part Time,,travel_rarely,9,No,3,2,2,3.0,4,3.0,1992,33,M,nan,4,life sciences,0,3.0,2,2,2
1527,1528,No,1,research scientist,research & development,2342.59,28111.13,16,4,0,36.255,290.04,6090.75,Part Time,No,non-travel,23,Yes,4,3,4,not rated,4,3.0,1994,31,M,nan,3,other,9,6.0,3,1,2
