,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
1434,32,No,,546.21,no data,16,3,no data,1435,3,M,68.28,4,2, healthcare representative ,3,Married,4411.67,11470.33,3,No,16,3.0,3,Part Time,1,10.0,3,3.0,7,1,7,1993,52940.0,no data,No
1435,40,No,travel_rarely,556.26,no data,18,3,medical,1436,2,M,69.53,1,2, healthcare representative ,4,Married,,11681.39,3,,16,3.0,3,Part Time,1,,2,3.0,1,1,0,1985,53914.11,no data,Yes
1436,45,Yes,,251.44,no data,17,3,technical degree,1437,3,M,31.43,2,1, research scientist ,3,,2030.83,5280.17,9,Yes,16,3.0,4,Part Time,1,6.0,4,3.0,1,0,0,1980,24370.0,no data,No
1437,57,No,travel_rarely,1973.98,no data,-44,3,no data,1438,3,M,,2,5, research director ,1,Married,,41453.67,8,No,12,3.0,2,Full Time,3,34.0,2,3.0,1,0,0,1968,191324.62,no data,No
1438,23,Yes,,290.04,no data,7,1,marketing,1439,2,M,,3,1, sales representative ,2,Single,2342.59,6090.75,1,,13,3.0,2,,0,,3,3.0,1,1,0,2002,,no data,Yes
1439,24,Yes,travel_rarely,290.04,no data,-45,1,medical,1440,3,F,36.25,3,1, laboratory technician ,1,,2342.59,6090.75,1,Yes,17,3.0,3,Part Time,0,1.0,6,3.0,1,0,0,2001,28111.13,no data,Yes
1440,39,No,travel_rarely,420.02,no data,8,2,other,1441,3,M,,3,2, human resources ,2,Divorced,,8820.5,2,No,13,3.0,3,Part Time,0,19.0,4,2.0,10,4,7,1986,40710.0,no data,Yes
1441,44,No,travel_rarely,556.26,no data,13,3,no data,1442,2,M,69.53,4,2, healthcare representative ,1,Married,4492.84,11681.39,5,No,18,,3,Part Time,2,10.0,2,2.0,0,0,0,1981,53914.11,no data,No
1442,20,No,,290.04,no data,14,3,no data,1443,2,F,,3,1, research scientist ,3,Single,2342.59,6090.75,1,,16,3.0,3,,0,0.0,4,1.0,0,0,0,2005,,no data,Yes
1443,33,Yes,travel_rarely,304.98,no data,18,5,human resources,1444,4,M,,4,1, human resources ,1,Married,2463.33,6404.67,0,No,17,3.0,3,Full Time,0,2.0,4,3.0,1,0,0,1992,29560.0,no data,Yes
1444,38,No,travel_rarely,556.26,no data,2,4,no data,1445,4,F,,3,2, research scientist ,2,,,11681.39,4,Yes,22,4.0,4,,1,,2,3.0,1,0,0,1987,53914.11,no data,Yes
1445,34,No,travel_frequently,479.56,no data,10,4,marketing,1446,4,M,59.94,3,2, sales executive ,4,,3873.33,10070.67,8,,13,3.0,3,Part Time,0,,2,4.0,0,0,0,1991,46480.0,no data,Yes
1446,31,No,,556.26,no data,29,1,life sciences,1447,4,M,69.53,1,2, healthcare representative ,3,divorced,,11681.39,8,No,17,,4,Part Time,2,11.0,3,,7,1,6,1994,53914.11,no data,No
1447,44,No,travel_rarely,290.04,no data,8,3,no data,1448,4,M,,3,1, laboratory technician ,3,,2342.59,6090.75,4,No,13,,4,Part Time,0,,3,3.0,0,0,0,1981,28111.13,no data,Yes
1448,31,No,travel_rarely,289.3,no data,6,1,no data,1449,4,M,,2,1, human resources ,2,Married,2336.67,6075.33,1,No,11,3.0,4,Part Time,0,,3,3.0,1,0,0,1994,28040.0,no data,Yes
1449,31,Yes,,251.64,no data,24,2,no data,1450,4,M,,2,1, research scientist ,4,,2032.5,5284.5,1,Yes,24,,2,Part Time,0,1.0,3,2.0,1,1,0,1994,24390.0,no data,No
1450,30,No,travel_rarely,294.67, sales ,3,3,medical,1451,2,F,,3,1, sales representative ,2,,2380.0,6188.0,1,No,19,3.0,4,,1,1.0,3,3.0,1,0,0,1995,, sales representative  -  sales ,Yes
1451,32,Yes,,290.04,no data,9,3,no data,1452,2,M,,3,1, sales representative ,4,,2342.59,6090.75,1,,13,3.0,3,,0,,3,2.0,1,0,0,1993,,no data,No
1452,24,Yes,travel_rarely,290.04, research & development ,7,1,life sciences,1453,4,M,,3,1, research scientist ,2,Single,2342.59,6090.75,1,,23,4.0,1,,0,1.0,2,3.0,1,0,0,2001,, research scientist  -  research & development ,Yes
1453,28,No,,302.61,no data,1,2,life sciences,1454,2,F,,2,1, research scientist ,3,,2444.17,6354.83,1,Yes,13,3.0,3,Full Time,1,1.0,3,2.0,1,1,0,1997,29330.0,no data,No
1454,46,No,travel_rarely,556.26,no data,1,4,no data,1455,2,M,,4,2, healthcare representative ,1,,4492.84,11681.39,2,,15,3.0,4,Part Time,1,10.0,5,3.0,2,2,2,1979,53914.11,no data,Yes
1455,31,Yes,travel_frequently,112.56, sales ,24,3,technical degree,1456,3,M,14.07,4,1, sales representative ,1,Single,,2363.83,1,No,17,3.0,4,Part Time,0,1.0,3,,1,0,0,1994,10910.0, sales representative  -  sales ,Yes
1456,30,Yes,travel_rarely,556.26,no data,13,2,marketing,1457,4,F,,3,2, sales executive ,3,,4492.84,11681.39,3,Yes,11,3.0,4,Part Time,0,6.0,0,3.0,2,2,2,1995,53914.11,no data,Yes
1457,58,No,travel_rarely,556.26,no data,11,5,no data,1458,4,F,,2,2, sales executive ,1,Married,4492.84,11681.39,4,,16,3.0,3,Part Time,1,,3,3.0,0,0,0,1967,53914.11,no data,Yes
1458,41,No,travel_rarely,531.45,no data,9,2,no data,1459,1,M,66.43,3,2, manufacturing director ,1,Married,,11160.5,1,No,25,4.0,4,Part Time,1,10.0,3,3.0,10,7,9,1984,51510.0,no data,Yes
1459,60,No,,1582.77,no data,21,3,no data,1460,4,F,,3,4, manager ,4,,,33238.2,4,Yes,13,3.0,3,Full Time,1,,2,2.0,1,0,0,1965,153407.07,no data,Yes
1460,44,No,travel_rarely,556.26, sales ,12,4,marketing,1461,2,M,,3,2, sales executive ,4,Divorced,,11681.39,3,,12,,3,Part Time,2,14.0,4,3.0,0,0,0,1981,53914.11, sales executive  -  sales ,No
1461,29,Yes,,295.39,no data,22,3,no data,1462,1,F,,2,1, human resources ,2,Married,2385.83,6203.17,1,No,12,3.0,1,Full Time,0,,2,3.0,1,0,0,1996,28630.0,no data,No
1462,40,No,travel_rarely,294.87,no data,1,3,no data,1463,1,M,,2,1, sales representative ,1,Single,2381.67,6192.33,4,,14,3.0,1,,0,20.0,3,2.0,1,0,0,1985,,no data,Yes
1463,34,No,,556.26,no data,5,4,life sciences,1464,4,M,,2,2, manufacturing director ,4,,4492.84,11681.39,8,No,24,4.0,2,Part Time,0,,1,3.0,1,0,0,1991,53914.11,no data,Yes
1464,33,No,,116.48,no data,2,1,medical,1465,4,F,,1,1, laboratory technician ,4,,94083.0,2446.17,1,,11,3.0,3,Part Time,3,,4,3.0,1,0,0,1992,11290.0,no data,Yes
1465,27,No,travel_rarely,290.04,no data,2,3,no data,1466,3,F,,3,1, human resources ,2,,2342.59,6090.75,4,No,14,3.0,3,Part Time,0,6.0,3,3.0,2,1,2,1998,28111.13,no data,No
1466,42,No,,290.04, research & development ,-44,4,no data,1467,1,M,36.25,3,1, laboratory technician ,4,Married,2342.59,6090.75,8,No,19,3.0,3,Part Time,2,8.0,3,2.0,1,0,0,1983,28111.13, laboratory technician  -  research & development ,Yes
1467,41,No,non-travel,2004.79,no data,9,3,no data,1468,4,M,,3,5, manager ,4,,16192.5,42100.5,2,,13,3.0,3,Full Time,0,,3,2.0,6,1,3,1984,194310.0,no data,No
1468,25,Yes,,290.04,no data,9,3,no data,1469,4,M,,3,1, sales representative ,1,Married,2342.59,6090.75,1,No,19,3.0,1,,1,,3,,1,1,0,2000,,no data,No
1469,37,No,travel_rarely,1032.49,no data,26,4,life sciences,1470,3,F,,3,3, human resources ,4,Single,8339.32,21682.23,1,Yes,16,3.0,3,Part Time,0,,2,,9,1,7,1988,100071.84,no data,No
1470,36,No,travel_rarely,238.13,no data,7,2,technical degree,1471,2,M,,3,1, sales representative ,3,,1923.33,5000.67,0,Yes,25,4.0,2,,1,12.0,4,3.0,11,5,7,1989,23080.0,no data,Yes
1471,30,No,non-travel,221.21,no data,16,3,medical,1472,3,M,27.65,3,1, research scientist ,3,Single,,4645.33,1,No,14,3.0,3,Part Time,0,5.0,3,2.0,5,1,4,1995,21440.0,no data,No
1472,31,No,,554.36,no data,1,3,life sciences,1473,1,M,69.29,3,2, healthcare representative ,1,Married,4477.5,11641.5,0,No,12,3.0,1,Part Time,1,6.0,5,2.0,5,0,2,1994,53730.0,no data,No
1473,60,Yes,travel_rarely,1032.49,no data,23,4,medical,1474,4,F,129.06,3,3, healthcare representative ,4,Married,8339.32,21682.23,1,,12,3.0,4,Part Time,1,40.0,3,2.0,40,15,6,1965,100071.84,no data,Yes
1474,40,No,,1032.49,no data,3,3,life sciences,1475,1,M,129.06,3,3, sales executive ,3,Divorced,,21682.23,0,,12,3.0,3,Part Time,2,,6,2.0,16,5,13,1985,100071.84,no data,Yes
1475,31,No,travel_frequently,1032.49,no data,1,1,no data,1476,2,F,,3,3, sales executive ,4,Married,,21682.23,1,,14,3.0,4,Part Time,1,11.0,5,3.0,11,4,1,1994,100071.84,no data,Yes
1476,57,No,travel_rarely,1964.96,no data,1,3,medical,1477,4,M,,3,5, manager ,1,Single,15870.83,41264.17,0,,14,3.0,3,,0,37.0,2,3.0,36,4,13,1968,190450.0,no data,Yes
1477,43,No,,1652.34,no data,2,4,no data,1478,4,M,,3,4, manager ,2,,,34699.17,1,,19,3.0,2,Full Time,0,,2,3.0,22,0,4,1982,160150.0,no data,Yes
1478,41,No,travel_rarely,991.82, research & development ,1,3,no data,1479,3,M,,4,3, healthcare representative ,4,,8010.83,20828.17,0,No,17,,1,,3,19.0,5,2.0,18,3,7,1984,, healthcare representative  -  research & development ,Yes
1479,40,No,,1187.54,no data,15,2,life sciences,1480,3,M,,2,3, research director ,4,,,24938.33,0,,14,3.0,2,Full Time,1,,3,3.0,11,2,9,1985,115100.0,no data,Yes
1480,45,No,,1582.77,no data,12,3,no data,1481,1,M,,2,4, research director ,2,,12783.92,33238.2,1,No,11,3.0,3,,1,,3,,25,3,9,1980,,no data,Yes
1481,33,No,,444.27,no data,7,2,no data,1482,2,F,,3,2, manufacturing director ,1,Married,3588.33,9329.67,1,No,12,3.0,2,Part Time,1,13.0,5,1.0,13,3,12,1992,43060.0,no data,Yes
1482,52,No,travel_rarely,1758.71, research & development ,29,4,life sciences,1483,2,M,,2,4, manager ,3,Married,14205.0,36933.0,0,No,15,3.0,2,Full Time,1,28.0,2,3.0,27,15,7,1973,170460.0, manager  -  research & development ,Yes
1483,35,No,non-travel,290.04, sales ,8,1,life sciences,1484,2,F,36.25,2,1, sales representative ,4,,2342.59,6090.75,0,,19,3.0,4,Part Time,0,,2,2.0,2,2,2,1990,28111.13, sales representative  -  sales ,No
1484,28,Yes,,210.68,no data,2,3,life sciences,1485,1,M,,3,1, research scientist ,1,Married,1701.67,4424.33,6,,14,3.0,2,,1,6.0,2,3.0,3,1,2,1997,,no data,Yes
1485,40,No,travel_frequently,291.06,no data,3,4,no data,1486,3,M,,3,1, research scientist ,3,,2350.83,6112.17,3,No,16,3.0,1,Full Time,1,8.0,2,3.0,2,2,2,1985,28210.0,no data,No
1486,48,No,,1973.98,no data,1,4,medical,1487,4,M,,3,5, research director ,4,,15943.72,41453.67,9,No,17,3.0,4,,2,23.0,0,3.0,2,2,2,1977,191324.62,no data,Yes
1487,23,No,,213.57,no data,-25,1,no data,1488,4,F,26.7,2,1, research scientist ,2,Single,,4485.0,1,Yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,2,2,2002,20700.0,no data,Yes
1488,33,No,travel_frequently,287.96,no data,20,3,no data,1489,3,M,36.0,4,1, sales representative ,4,Married,,6047.17,0,No,12,,1,Part Time,1,3.0,4,3.0,2,2,2,1992,27910.0,no data,No
1489,37,No,,556.26,no data,11,2,marketing,1490,4,M,69.53,3,2, sales executive ,4,Divorced,,11681.39,1,,11,3.0,4,Part Time,1,5.0,3,3.0,5,0,2,1988,53914.11,no data,Yes
1490,36,No,,556.26,no data,2,2,no data,1491,4,M,,3,2, manufacturing director ,3,Single,,11681.39,2,No,11,3.0,4,Part Time,0,,3,,3,0,2,1989,53914.11,no data,Yes
1491,35,Yes,,848.51,no data,9,4,no data,1492,1,F,,3,2, sales executive ,1,Single,,17818.67,0,,17,3.0,1,Full Time,0,6.0,3,3.0,5,0,3,1990,82240.0,no data,Yes
1492,33,Yes,,269.29, research & development ,15,3,medical,1493,3,M,,3,1, laboratory technician ,3,,,5655.0,1,No,12,3.0,3,Part Time,1,,5,2.0,2,2,2,1992,26100.0, laboratory technician  -  research & development ,No
1493,39,No,travel_rarely,591.29,no data,25,2,no data,1494,3,F,,2,2, healthcare representative ,4,,,12417.17,7,No,13,3.0,3,Full Time,2,9.0,2,3.0,6,1,3,1986,57310.0,no data,No
1494,29,No,travel_rarely,261.96,no data,6,3,no data,1495,4,M,,2,1, research scientist ,3,Married,2115.83,5501.17,1,No,13,,3,,1,4.0,0,3.0,4,2,2,1996,,no data,No
1495,37,No,travel_frequently,245.14,no data,4,4,other,1496,4,M,,2,1, laboratory technician ,4,Married,1980.0,5148.0,1,,13,3.0,2,Part Time,1,2.0,2,4.0,2,2,2,1988,23760.0,no data,Yes
1496,58,No,,1973.98,no data,4,4,no data,1497,4,F,246.75,3,5, manager ,1,Divorced,15943.72,41453.67,4,No,13,3.0,4,Full Time,1,28.0,2,3.0,5,4,2,1967,191324.62,no data,No
1497,47,No,,290.04, research & development ,7,3,medical,1498,1,F,,3,1, research scientist ,3,,,6090.75,4,Yes,19,3.0,3,Part Time,1,,2,,3,0,2,1978,28111.13, research scientist  -  research & development ,Yes
1498,45,No,travel_rarely,365.13,no data,2,3,life sciences,1499,2,M,,3,1, human resources ,4,,2949.17,7667.83,0,No,13,3.0,2,Full Time,0,,5,3.0,9,1,8,1980,35390.0,no data,Yes
1499,33,No,travel_rarely,564.16,no data,29,4,marketing,1500,1,F,,2,2, sales executive ,4,,,11847.33,1,,14,3.0,1,Full Time,2,,3,3.0,12,5,7,1992,54680.0,no data,Yes
1500,37,Yes,,599.75,no data,27,3,no data,1501,3,M,74.97,3,2, sales executive ,4,,4844.17,12594.83,1,,18,3.0,4,Full Time,0,,2,3.0,10,7,7,1988,58130.0,no data,Yes
1501,37,No,non-travel,556.26, research & development ,2,2,medical,1502,2,M,,3,2, manufacturing director ,4,Divorced,4492.84,11681.39,2,No,14,3.0,3,Part Time,1,15.0,6,3.0,7,1,7,1988,53914.11, manufacturing director  -  research & development ,No
1502,32,No,,997.39,no data,-47,3,medical,1503,4,F,,3,3, manufacturing director ,3,Single,8055.83,20945.17,9,No,14,3.0,2,Part Time,0,9.0,3,3.0,7,0,2,1993,96670.0,no data,No
1503,48,Yes,travel_rarely,556.26,no data,21,2,medical,1504,4,F,69.53,3,2, healthcare representative ,2,Married,4492.84,11681.39,4,No,22,4.0,4,Part Time,1,13.0,2,4.0,9,3,7,1977,53914.11,no data,No
1504,47,No,non-travel,531.76,no data,-48,4,no data,1505,4,F,,3,2, sales executive ,3,Marreid,4295.0,11167.0,4,,22,4.0,2,,2,10.0,3,4.0,8,5,7,1978,,no data,Yes
1505,45,No,travel_frequently,585.52,no data,2,4,life sciences,1506,1,M,,3,2, sales executive ,4,Married,4729.17,12295.83,1,,20,4.0,3,,1,7.0,5,3.0,7,7,7,1980,,no data,No
1506,48,Yes,,754.62,no data,10,3,life sciences,1507,3,F,,3,3, sales executive ,2,,6095.0,15847.0,5,,21,4.0,3,Part Time,3,14.0,2,3.0,8,0,7,1977,73140.0,no data,No
1507,42,No,travel_rarely,1582.77, research & development ,1,4,no data,1508,1,M,,3,4, manager ,1,,12783.92,33238.2,2,,11,3.0,1,Full Time,1,22.0,3,,19,11,16,1983,153407.07, manager  -  research & development ,Yes
1508,29,No,travel_rarely,556.26, sales ,2,2,no data,1509,1,F,69.53,4,2, sales executive ,3,Single,4492.84,11681.39,0,No,14,3.0,2,Part Time,0,9.0,5,2.0,8,0,7,1996,53914.11, sales executive  -  sales ,Yes
1509,44,No,,1032.49,no data,6,3,medical,1510,3,M,,3,3, research director ,1,Married,8339.32,21682.23,9,No,13,3.0,2,,1,18.0,3,4.0,13,5,7,1981,100071.84,no data,No
1510,28,No,travel_frequently,290.04,no data,6,3,other,1511,3,M,36.25,4,1, laboratory technician ,4,Married,2342.59,6090.75,0,No,18,3.0,1,Part Time,1,8.0,3,3.0,7,7,7,1997,28111.13,no data,Yes
1511,30,No,travel_frequently,556.26,no data,1,2,life sciences,1512,3,M,,2,2, sales executive ,4,Married,,11681.39,1,,12,3.0,3,Part Time,1,7.0,2,3.0,7,0,7,1995,53914.11,no data,Yes
1512,33,No,travel_rarely,290.04, research & development ,5,4,no data,1513,3,M,36.25,3,1, research scientist ,4,Married,,6090.75,0,,12,3.0,3,Part Time,1,,4,3.0,5,0,3,1992,28111.13, research scientist  -  research & development ,Yes
1513,33,No,travel_rarely,661.35,no data,2,3,human resources,1514,1,M,82.67,2,2, human resources ,1,,5341.67,13888.33,3,No,12,3.0,4,Full Time,0,,1,3.0,2,1,0,1992,64100.0,no data,Yes
1514,33,No,,290.04, research & development ,2,4,no data,1515,3,M,,3,1, research scientist ,4,,,6090.75,0,,18,3.0,2,Part Time,1,3.0,2,1.0,2,2,2,1992,28111.13, research scientist  -  research & development ,Yes
1515,54,Yes,,509.79,no data,8,4,medical,1516,3,M,,2,2, research scientist ,2,,4117.5,10705.5,2,No,15,,1,Part Time,0,11.0,3,2.0,8,7,7,1971,49410.0,no data,No
1516,30,Yes,,290.04,no data,2,4,medical,1517,1,M,,1,1, research scientist ,4,Married,2342.59,6090.75,5,Yes,13,3.0,4,Part Time,0,,4,2.0,3,2,2,1995,28111.13,no data,Yes
1517,49,No,travel_rarely,1973.98,no data,5,5,no data,1518,4,M,,3,5, research director ,3,Married,,41453.67,4,,11,3.0,2,Full Time,1,21.0,2,3.0,3,1,1,1976,191324.62,no data,Yes
1518,31,No,,410.94,no data,9,5,other,1519,2,M,,2,1, laboratory technician ,4,,,8629.83,0,No,17,3.0,3,Full Time,0,4.0,2,,3,2,2,1994,39830.0,no data,No
1519,39,No,,654.85,no data,5,2,medical,1520,4,M,,3,2, manufacturing director ,4,,5289.17,13751.83,7,No,16,3.0,3,Full Time,2,8.0,2,2.0,6,0,4,1986,63470.0,no data,No
1520,25,No,,299.62,no data,-22,1,no data,1521,3,M,,3,1, research scientist ,4,,,6292.0,1,,12,3.0,3,Full Time,2,,2,2.0,4,0,2,2000,29040.0,no data,No
1521,44,No,travel_rarely,278.16, human resources ,2,1,no data,1522,3,M,34.77,3,1, human resources ,3,Divorced,2246.67,5841.33,0,Yes,11,3.0,3,Part Time,1,4.0,5,3.0,3,1,0,1981,26960.0, human resources  -  human resources ,Yes
1522,32,No,,556.26, sales ,-28,2,no data,1523,4,F,69.53,3,2, sales executive ,3,,4492.84,11681.39,7,,12,3.0,2,Part Time,1,4.0,2,4.0,2,2,2,1993,53914.11, sales executive  -  sales ,Yes
1523,23,Yes,,224.3,no data,1,1,no data,1524,1,F,,2,1, sales representative ,2,Single,1811.67,4710.33,1,,11,3.0,3,Part Time,0,3.0,3,3.0,3,1,2,2002,21740.0,no data,No
1524,59,No,travel_rarely,696.94,no data,1,4,medical,1525,4,M,,3,2, healthcare representative ,3,,5629.17,14635.83,2,No,11,3.0,3,Full Time,0,,2,3.0,3,1,2,1966,67550.0,no data,No
1525,23,No,,290.04,no data,9,2,no data,1526,1,M,,3,1, sales representative ,4,Single,2342.59,6090.75,1,,24,4.0,3,Part Time,0,3.0,3,2.0,3,2,2,2002,28111.13,no data,Yes
1526,33,No,travel_rarely,274.13,no data,9,4,life sciences,1527,3,M,,2,1, research scientist ,2,,2214.17,5756.83,0,,16,3.0,4,Part Time,0,3.0,5,3.0,2,2,2,1992,26570.0,no data,No
1527,31,No,,290.04, research & development ,23,3,no data,1528,4,M,,3,1, research scientist ,4,,,6090.75,9,No,16,,4,Part Time,0,6.0,4,3.0,3,1,2,1994,28111.13, research scientist  -  research & development ,Yes
1528,29,No,travel_rarely,290.04,no data,1,2,no data,1529,4,M,,3,1, laboratory technician ,2,,,6090.75,1,No,11,3.0,2,Part Time,1,5.0,2,3.0,5,0,4,1996,28111.13,no data,Yes
1529,51,No,travel_rarely,1131.31,no data,7,3,other,1530,2,M,,2,3, healthcare representative ,3,Single,,23757.5,8,No,24,4.0,3,Full Time,0,,2,3.0,5,0,0,1974,109650.0,no data,No
1530,38,No,travel_rarely,262.37,no data,2,3,no data,1531,4,F,,3,1, research scientist ,3,Married,2119.17,5509.83,4,No,13,3.0,2,,1,,3,3.0,2,2,2,1987,,no data,Yes
1531,36,Yes,non-travel,547.24,no data,-37,3,marketing,1532,1,M,,4,2, sales executive ,4,,4420.0,11492.0,8,Yes,13,3.0,2,,0,,3,2.0,5,0,4,1989,,no data,Yes
1532,26,No,,556.26,no data,-32,4,marketing,1533,4,F,,3,2, sales executive ,3,divorced,4492.84,11681.39,1,Yes,12,3.0,4,Part Time,1,,2,4.0,5,0,3,1999,53914.11,no data,Yes
1533,44,No,,290.04,no data,1,4,no data,1534,2,F,,3,1, laboratory technician ,1,,2342.59,6090.75,3,No,16,3.0,2,Part Time,1,8.0,5,3.0,5,1,2,1981,28111.13,no data,Yes
1534,56,No,,2002.21,no data,5,2,medical,1535,1,M,,3,5, research director ,1,Married,16171.67,42046.33,4,,11,3.0,3,,1,24.0,4,2.0,4,1,2,1969,,no data,Yes
1535,36,No,,674.56,no data,4,4,no data,1536,3,F,,3,2, sales executive ,3,Married,,14165.67,9,No,15,3.0,1,Full Time,1,,3,3.0,3,1,2,1989,65380.0,no data,Yes
1536,45,No,,232.97,no data,21,3,no data,1537,4,M,29.12,3,1, laboratory technician ,4,,1881.67,4892.33,7,,20,4.0,1,Part Time,1,,1,3.0,3,1,2,1980,22580.0,no data,Yes
1537,45,No,travel_rarely,556.26,no data,8,4,other,1538,3,F,,3,2, healthcare representative ,3,,4492.84,11681.39,4,Yes,14,3.0,4,,0,,3,3.0,5,0,2,1980,,no data,Yes
1538,33,No,travel_rarely,228.84,no data,1,2,no data,1539,4,M,,2,1, laboratory technician ,1,Married,1848.33,4805.67,1,No,12,3.0,3,,1,4.0,3,,4,3,2,1992,,no data,Yes
1539,27,Yes,travel_rarely,290.04,no data,3,3,medical,1540,1,M,36.25,3,1, laboratory technician ,1,Married,,6090.75,5,No,13,3.0,3,Part Time,1,6.0,5,,2,0,2,1998,28111.13,no data,Yes
1540,47,No,,273.83,no data,10,2,life sciences,1541,1,M,,3,1, research scientist ,4,Married,,5750.33,3,No,21,,4,Part Time,2,8.0,3,2.0,2,0,2,1978,26540.0,no data,Yes
1541,47,No,travel_rarely,1582.77,no data,-33,2,medical,1542,3,M,,3,4, healthcare representative ,4,Married,12783.92,33238.2,0,Yes,14,3.0,2,Full Time,0,21.0,2,3.0,20,4,10,1978,153407.07,no data,Yes
1542,49,Yes,non-travel,1032.49,no data,29,4,life sciences,1543,1,M,129.06,3,3, manager ,2,Married,,21682.23,1,,12,3.0,4,Part Time,1,,2,2.0,10,9,9,1976,100071.84,no data,No
1543,37,No,,1032.49,no data,-38,3,life sciences,1544,2,F,,4,3, manager ,2,Divorced,8339.32,21682.23,7,,18,,2,,1,10.0,6,2.0,7,6,2,1988,,no data,Yes
1544,31,No,travel_frequently,556.26,no data,2,2,no data,1545,2,M,69.53,3,2, sales executive ,4,Single,4492.84,11681.39,1,,18,3.0,1,Part Time,0,,3,,10,0,9,1994,53914.11,no data,Yes
1545,57,No,travel_rarely,556.26, research & development ,-17,2,technical degree,1546,1,M,,3,2, laboratory technician ,4,Marreid,4492.84,11681.39,3,,19,,4,,1,12.0,4,3.0,10,0,8,1968,, laboratory technician  -  research & development ,Yes
1546,28,Yes,travel_rarely,601.3,no data,4,4,no data,1547,4,M,,2,2, sales executive ,4,Single,,12627.33,1,,12,3.0,2,Full Time,0,,0,,8,7,4,1997,58280.0,no data,Yes
1547,33,No,travel_rarely,556.26,no data,7,3,technical degree,1548,2,M,,4,2, sales executive ,4,,,11681.39,4,,11,3.0,2,Part Time,1,10.0,3,2.0,8,7,7,1992,53914.11,no data,No
1548,45,No,travel_frequently,253.29,no data,10,4,life sciences,1549,3,F,,3,1, laboratory technician ,4,,2045.83,5319.17,0,No,19,3.0,1,Part Time,0,,5,3.0,8,1,7,1980,24550.0,no data,No
1549,33,No,travel_rarely,556.26,no data,7,3,marketing,1550,4,M,,3,2, sales executive ,4,,4492.84,11681.39,4,,12,3.0,4,,3,13.0,3,3.0,7,1,7,1992,,no data,Yes
1550,34,No,,521.55,no data,2,4,medical,1551,1,F,65.19,4,2, research scientist ,4,Single,,10952.5,7,,16,3.0,3,Part Time,0,,0,2.0,7,0,7,1991,50550.0,no data,No
1551,35,No,,483.06,no data,10,3,no data,1552,2,M,,2,2, sales executive ,4,,3901.67,10144.33,3,No,14,3.0,3,,0,,6,2.0,7,0,1,1990,,no data,Yes
1552,45,No,travel_frequently,542.39, research & development ,-30,4,life sciences,1553,3,F,,2,2, laboratory technician ,3,Divorced,4380.83,11390.17,1,No,11,,2,,1,9.0,3,4.0,9,0,0,1980,, laboratory technician  -  research & development ,No
1553,31,Yes,travel_rarely,218.63,no data,8,4,no data,1554,2,M,,1,1, laboratory technician ,1,,1765.83,4591.17,1,,11,3.0,4,,0,7.0,4,2.0,7,0,7,1994,,no data,Yes
1554,29,No,,556.26, sales ,-12,4,no data,1555,2,F,,3,2, sales executive ,2,,4492.84,11681.39,1,No,18,3.0,1,Part Time,1,8.0,3,3.0,8,0,7,1996,53914.11, sales executive  -  sales ,Yes
1555,31,No,travel_rarely,556.26,no data,10,1,no data,1556,4,F,,2,2, sales executive ,2,Divorced,4492.84,11681.39,1,Yes,14,3.0,1,,2,7.0,2,3.0,7,1,7,1994,,no data,Yes
1556,39,No,,616.37,no data,6,3,medical,1557,3,M,,4,2, research scientist ,1,Divorced,,12943.67,4,,13,3.0,1,Full Time,2,13.0,2,3.0,7,6,7,1986,59740.0,no data,Yes
1557,28,No,travel_rarely,556.26,no data,1,3,no data,1558,3,M,69.53,3,2, sales executive ,3,,,11681.39,1,,17,3.0,2,Part Time,1,,3,3.0,8,7,7,1997,53914.11,no data,No
1558,42,No,travel_rarely,290.04,no data,10,4,life sciences,1559,4,F,,4,1, laboratory technician ,3,Married,,6090.75,3,Yes,13,3.0,3,Part Time,1,,3,3.0,7,1,7,1983,28111.13,no data,Yes
1559,43,Yes,,556.26,no data,4,3,no data,1560,1,M,69.53,3,2, sales executive ,2,,4492.84,11681.39,1,No,18,3.0,3,Part Time,0,8.0,5,3.0,8,7,7,1982,53914.11,no data,Yes
1560,53,No,travel_rarely,556.26,no data,-31,2,no data,1561,3,F,69.53,3,2, sales executive ,4,,,11681.39,4,No,11,3.0,3,Part Time,1,18.0,2,2.0,7,0,7,1972,53914.11,no data,No
1561,39,No,,313.03,no data,14,3,no data,1562,4,F,,3,1, laboratory technician ,1,,2528.33,6573.67,1,No,12,3.0,3,Full Time,1,,2,2.0,18,12,17,1986,30340.0,no data,No
1562,58,No,,1363.14,no data,6,3,life sciences,1563,3,F,,4,4, sales executive ,1,Married,11010.0,28626.0,9,No,11,3.0,4,Full Time,3,36.0,0,2.0,7,7,7,1967,132120.0,no data,Yes
